web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-38,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We were a little bit early but no matter, because we enjoyed the music so much. The drinks was ok, we stayed til late and had a really nice time",YanNg,"November 6, 2018",4,,Nov 2018 • Friends
1640085363-223,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,You might have a bit of trouble finding this place. It is tucked away INSIDE of a shopping complex on the second floor. The street it is on is at the north end of the nighttime walking street market. On the right hand side of the street as you walk north. Never heard anything less than good music there. Sometimes the music is superb. Especially if Tuk and his friends are playing. Nice laid back place in an open air environment.,Charlie B,"June 13, 2015",4,"Chiang Rai, Thailand",Nov 2014 • Friends
1640085363-46,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Some find it a difficult place to get to, but really once you find Kalare Night Bazaar just go inside and look for a small square building inside the bazaar itself, with white fencing around the top. That is Boy Blues Bar! The name comes from Boy, the owner and master rhythm guitar player. He and his band play most nights if he isn’t traveling or teaching the young musicians of Chiang Mai, and there’s usually a 2nd band each night as well. The music is not unexpectedly blues and soul but Saturday night there is a fantastic 7-piece band that plays funky 70s and 80s sounds and they are brilliant! Monday or Tuesday (can’t remember which) is jam night where anyone with any talent can get up and play, or sing. You’d be surprised at the amount of musicians traveling through CM who find their way to BBB! Drinks are reasonably priced considering there is no entrance fee but please, if you do go buy a drink each eh? Seeing two or three folk sharing one beer is a bit sad and detrimental to everyone. There is no food option but the night bazaar and adjacent streets have plenty, and the toilets are downstairs and in a different block, but there are clean and well maintained. Would I recommend Boy, his bar and his music? Wholeheartedly!",Phil T,"August 8, 2018",5,"Chiang Mai, Thailand",Jul-18
1640085363-25,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Was ok - music great, bar prices very high - especially as there is no roof so you can listen to music from food court downstairs at 2/3 price for beers....seems very odd",jdcBromley,"February 22, 2019",4,"Bromley, UK",Feb 2019 • Couples
1640085363-258,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,A re-discovery of blues music. Boy's fingers worked magic on his guitar. Monday night was a phenomena. Made me imagined I was at a blues concert.,Paulynnlee,"March 19, 2015",4,"Subang Jaya, Malaysia",Mar 2015 • Couples
1640085363-126,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Oh Chiang Mai!, I never imagined that i would ind so many talent musicians at one place, its almost impossible to say how happy and grateful i am to spend some nights there. The service is really good, everyone is lovely and i recommend with my eyes closed, its not hard too find, on the top of the Nigh bazar Kalare, you just follow the good music and you are there. Boy, the owner plays there and is tremendous hostess beyond a great musician.",Lycia,"June 30, 2016",5,Brazil,Jul 2015 • Solo
1640085363-286,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"A previous reviewer spoke of limited live music venues in Chiang Mai. This is actually inaccurate. There's live music to be found all over the place, including many spots in Niemanhaemin. On the basis of only one hour's listeniing to date, having arrived at the end of the evenng, I'd venture to say Boy Blues Bar is the best. Performing when I arrived was a slender Auatralian lady whose looks were entirely belied by the stunniing powerful Blues voice across a range of registers as she assured us she had her Mojo working. She clearly revelled in the music whch made her performance all the more infectious. When she sat down she showed a similar and really genuine appreciation of the musicians who replaced her. Who were all quite excellent: two great guitarists, lead and bass, a singer and another singer who blew up a storm on harmonica. It was exciting, satisfying stuff and I'll be back in the next few days, making sure to arrive much earlier.",JohnnydiScozia,"October 10, 2014",5,"Glasgow, UK",Oct 2014 • Solo
1640085363-246,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We popped in here for a couple of hours, and it was a heap of fun. The band is very talented and quite interactive. The bar itself was a lot different than I had imagined, it is a mezzanine/roof top floor above some shops...no real room to dance, but more sit back and relax and enjoy the music. It is also a great place to people watch, there were a number of very funny things that happened while we were there :)",Paul S,"April 24, 2015",5,,null
1640085363-337,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"nice music, not to crowdy. they were really nice and after 2 hours of walking in the bezzar, it was perfect to feel the air from the rooftop of the building. clean and fresh breaz with good music and nice people, what more do you ask for?",gilfirth,"April 4, 2013",4,messilot,Apr 2013 • Couples
1640085363-14,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Atmosphere is relax with alcohic drinks, served and great jazz, blues and rock... Great band... Good and relaxing at the roof top... Windy day... But food needs to be ordered from downstairs",Yvonne L,"September 28, 2019",4,KL,Sep 2019 • Couples
1640085363-188,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"My first night here was a Monday, which is jamming night. It was one of the best nights of live music I've been to. Tourists from around the world had brought their guitars etc. and everyone was just in the zone. The quality of the musicians and singers was excellent and it had a bit of a free and experimental feel that got the crowd going - how a jam should be. Boy played as well and it was clear to see how much he loved having others do their thing in his bar. Boy is super-friendly and always smiling and plays some great stuff. Some nights are quiter, but still enjoyable to chill out with a few cold beers and talk, then listen to some great tunes. I really like the location of the bar: it's up some stairs in an open-air setting (but is protected from rain), and you hear the music when walking in from the night-market. Looking forward to visiting again!",Ben T,"September 7, 2015",5,"Derby, UK",Aug 2015 • Solo
1640085363-282,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Treat yourself to a night out at Boy Blues Bar - upstairs in the Kalare Night Bazaar (just listen out for the music). Not the most comfortable bar around, but boy, the music and friendliness of the place makes up for the slightly sore bum. I make a point of including at least 1 visit to Boy's bar every time I visit Chiang Mai. Drink prices are reasonable - and the line-up of muso's is of the highest standard. It's full of life after 10pm and even if you are not a lover of blues music, you'll love the fun and atmosphere . . . and some of the very surprising musicians. Check it out. You'll love it.",kevin k,"November 6, 2014",5,"Bangkok, Thailand",Nov 2014 • Friends
1640085363-239,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Chiang Mai has many live music venues, this is surely the best!! Superb musicians, very engaging, lots of fun. If you want an unforgettable evening, go here!",Colin B,"May 7, 2015",5,,null
1640085363-191,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This bar offered a very different scene from most others in Chiang Mai. On a rooftop with live music it definitely was a cool place to hang out and grab a couple beers.,Evan M,"August 18, 2015",4,"Miami, FL",Aug 2015 • Couples
1640085363-198,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,If you want to have a few drinks with great music go to BOY BLUES BAR!! The music was GREAT and the scene was really happening. Thai musicians playing awesome music with a cool vibe. I loved the place as a solo traveler.,NewYorkPaulM,"July 29, 2015",5,"New York City, NY",Jul-15
1640085363-324,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We were thrilled to stumble upon the 'Boy Blues Bar', which was near to our hotel and in a great place on the top of the night bazaar and food court-open to the sky but with a roof like a gazebo. 'Boy' is obviously a blues fanatic, has his 'house' band, invited guests and also impromptu musicians getting up to jam with him. There is not a huge selection of drinks at the bar, but a reasonable red wine, the usual beers [Singha, Chang, Leo] and some spirits. There is some basic seating arranged in a semi circle facing the stage area. It was quite well attended on each night we went, with the 'jam' night very busy indeed. The music was very good, On our last night there was a trumpet and a sax player. It was all a most pleasant surprise and a fantastic addition to our week in Chiang Mai!",geriatrips,"November 16, 2013",5,"Christchurch, UK",Nov 2013 • Couples
1640085363-225,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,The music was great and the setting is fun so I would certainly recommend this. We did not stay too long as my partner is a white wine drinker and they simply don't have it on the menu. Local ablution facilities were bad.,Mike L,"June 3, 2015",4,"Cotswolds, UK",Jun 2015 • Couples
