Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
ONE,BRO,2,4/16/2022,6:00:00 PM,GCS2022Spring,Taiwan,Airi,Aoi,Annette,Elsu,Riktor,15:30,Peura,Capheny,Lorion,Nakroth,Roxie,Aya,Omen,Eland'orr,LuBu,7,Krixi,Liliana,Mina,Florentino,T1
HKA,ONE,2,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Airi,LuBu,Lorion,Laville,Xeniel,18:20,Roxie,Elsu,Iggy,Veres,Riktor,Florentino,Mina,Eland'orr,Ryoma,1,Lumburr,Peura,Omen,Aya,Kai
HKA,ONE,2,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Tachi,Skud,Krixi,Capheny,Baldum,18:11,Lumburr,TheJoker,Lorion,Kriknak,Yena,Aya,Omen,Florentino,Airi,2,Keera,Eland'orr,Roxie,Mina,WaWa
HKA,ONE,1,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Florentino,Sinestrea,Yue,TheJoker,Lumburr,13:38,Omen,Tel'Annas,Liliana,Zuka,Airi,Aya,Tulen,Keera,Wukong,3,Eland'orr,Aoi,Elsu,Mina,Yue
HKA,ONE,1,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Yena,Tulen,Iggy,Violet,WonderWoman,16:14,Baldum,Slimz,Valhein,Nakroth,Skud,Yue,Tachi,Florentino,Dirak,4,Veres,Eland'orr,Tel'Annas,Aya,EZ
HKA,ONE,2,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Veres,Aoi,Mganga,Elsu,Riktor,23:00,Mina,Laville,Yue,Tulen,Tachi,Florentino,LuBu,Keera,WonderWoman,5,Baldum,Roxie,Eland'orr,Aya,WaWa
HKA,ONE,2,4/17/2022,2:00:00 PM,GCS2022Spring,Taiwan,Qi,Ryoma,Raz,Slimz,Ormarr,10:16,WonderWoman,Capheny,Krixi,Eland'orr,LuBu,Aya,Florentino,Hayate,Aoi,6,Alice,Roxie,Mina,Omen,Nk
MAD,BRO,2,4/17/2022,6:00:00 PM,GCS2022Spring,Taiwan,LuBu,Wukong,Lorion,Celica,Zip,18:35,Roxie,Violet,Liliana,Kriknak,Omen,Aya,Elsu,Veres,Eland'orr,1,Tel'Annas,Yena,Mina,Florentino,T1
MAD,BRO,2,4/17/2022,6:00:00 PM,GCS2022Spring,Taiwan,Airi,Kriknak,Krixi,Tel'Annas,Baldum,14:05,Peura,Capheny,Iggy,Zuka,Riktor,Aya,Lorion,Tachi,Ryoma,2,Qi,Yena,Elsu,Omen,TLin
MAD,BRO,2,4/17/2022,6:00:00 PM,GCS2022Spring,Taiwan,Qi,WonderWoman,Liliana,TheJoker,Veres,15:13,Ormarr,Wisp,Lorion,Eland'orr,Ryoma,Aya,Elsu,Tel'Annas,Tachi,3,Zuka,Yena,Laville,Omen,T1
MAD,BRO,2,4/17/2022,6:00:00 PM,GCS2022Spring,Taiwan,Tachi,Wisp,Tulen,Marja,Toro,12:32,Lumburr,TheJoker,Krixi,Nakroth,Yena,Aoi,Veres,Wukong,Volkath,4,Roxie,Florentino,Omen,Aya,TLin
MAD,ONE,2,4/18/2022,4:00:00 PM,GCS2022Spring,Taiwan,Airi,Wisp,Iggy,Ryoma,Ormarr,13:03,Lumburr,Elsu,Liliana,Zuka,Riktor,Omen,Aoi,Wukong,Volkath,1,Cresht,Roxie,Lorion,Aya,Nk
MAD,ONE,2,4/18/2022,4:00:00 PM,GCS2022Spring,Taiwan,Yena,Kriknak,Annette,Tel'Annas,Tachi,14:07,Veres,TheJoker,Lorion,Eland'orr,Ryoma,Aya,Volkath,Florentino,Alice,2,Baldum,Roxie,Aoi,Omen,Nk
MAD,ONE,1,4/18/2022,4:00:00 PM,GCS2022Spring,Taiwan,Riktor,Errol,Yue,Violet,Lumburr,13:52,Ormarr,Wisp,WonderWoman,Tulen,Yena,Aya,Aoi,Iggy,Tachi,3,Skud,Wukong,Lorion,Omen,KuKu
MAD,ONE,2,4/18/2022,4:00:00 PM,GCS2022Spring,Taiwan,Zuka,Nakroth,Lorion,Hayate,Veres,13:31,Baldum,Slimz,Iggy,Kriknak,Superman,Florentino,Mina,Airi,Aoi,4,LuBu,Eland'orr,Omen,Aya,LunLun
MAD,ONE,2,4/18/2022,4:00:00 PM,GCS2022Spring,Taiwan,Florentino,Qi,Tulen,Capheny,Lumburr,14:56,Cresht,Violet,Krixi,LuBu,Airi,Aya,Tachi,Keera,Aoi,5,Eland'orr,Wukong,Elsu,Omen,Nk
BRO,ONE,1,4/30/2022,2:00:00 PM,GCS2022Spring,Taiwan,Roxie,Kriknak,Krixi,Elsu,Volkath,20:00,Lumburr,Slimz,Ilumia,LuBu,Superman,Omen,Laville,Florentino,Riktor,1,Eland'orr,Veres,Lorion,Aya,Zirui
BRO,ONE,2,4/30/2022,2:00:00 PM,GCS2022Spring,Taiwan,Ryoma,Wukong,Tulen,TheJoker,Baldum,16:52,Thane,Tel'Annas,Krixi,Skud,Yena,Omen,Elsu,Keera,Roxie,2,Veres,Eland'orr,Lorion,Aya,LunLun
BRO,ONE,2,4/30/2022,2:00:00 PM,GCS2022Spring,Taiwan,Omen,Keera,Liliana,Wisp,Tachi,18:09,Maloch,Laville,Lorion,Nakroth,Roxie,Florentino,Mina,Elsu,TheJoker,3,Tel'Annas,Hayate,Eland'orr,Aya,Nk
BRO,ONE,2,4/30/2022,2:00:00 PM,GCS2022Spring,Taiwan,Skud,Eland'orr,Iggy,Violet,Riktor,10:01,WonderWoman,TheJoker,Liliana,Kriknak,Florentino,Omen,Elsu,Baldum,Zuka,4,Xeniel,Lumburr,Lorion,Aya,Nk
BRO,ONE,2,4/30/2022,2:00:00 PM,GCS2022Spring,Taiwan,Yena,Aoi,Yue,Capheny,Peura,20:05,Baldum,Elsu,Dirak,Tulen,Omen,Aya,Eland'orr,Tachi,Zuka,5,Florentino,Amily,Mina,Lorion,Nk
PSG,BRUTD,1,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Riktor,Nakroth,Lorion,TheJoker,Aya,21:00,Lumburr,Laville,Yue,Kriknak,Skud,Mina,Liliana,Elsu,LuBu,1,Kil'Groth,Florentino,Superman,Omen,Getsrch
PSG,BRUTD,2,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Yena,Tachi,Krixi,Capheny,Peura,16:40,Mina,Elsu,Tulen,WonderWoman,LuBu,Lorion,Nakroth,Superman,Alice,2,Aoi,Volkath,Iggy,Omen,NuNu
PSG,BRUTD,2,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Mina,Veres,Yue,Hayate,Y'bneth,17:10,Xeniel,Capheny,Liliana,Errol,Superman,Lorion,Florentino,Volkath,Nakroth,3,Aoi,Keera,Omen,Elsu,NuNu
PSG,BRUTD,1,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Zuka,LuBu,Iggy,Tel'Annas,Roxie,15:36,Baldum,TheJoker,Krixi,Ryoma,Riktor,Lorion,Aya,Nakroth,Volkath,4,Thane,Xeniel,Elsu,Omen,FirstOne
PSG,BRUTD,2,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Omen,Volkath,Zata,Violet,Zip,18:20,Thane,Tel'Annas,Iggy,Airi,Florentino,Lorion,Aya,Hayate,Alice,5,Aoi,Keera,Eland'orr,Elsu,Happy
PSG,BRUTD,2,4/2/2022,4:00:00 PM,AIC2022TH,Thailand,Airi,Aoi,Ilumia,Laville,Xeniel,16:45,Ormarr,Hayate,Tachi,Eland'orr,Omen,Lorion,Aya,Annette,Dirak,6,Tulen,Liliana,Florentino,Elsu,Happy
BAC,TLN,1,4/2/2022,12:00:00 PM,AIC2022TH,Thailand,Yena,Volkath,Annette,Hayate,Xeniel,25:20,Alice,Capheny,Krixi,Ryoma,Amily,Eland'orr,Florentino,Keera,Nakroth,1,Aoi,Yue,Lorion,Aya,AlmondP
BAC,TLN,1,4/2/2022,12:00:00 PM,AIC2022TH,Thailand,Qi,Keera,Liliana,Wisp,Lumburr,21:18,Tachi,TheJoker,Yue,Kriknak,Airi,Omen,Elsu,Nakroth,Eland'orr,2,Skud,Iggy,Lorion,Aya,AlmondP
BAC,TLN,1,4/2/2022,12:00:00 PM,AIC2022TH,Thailand,Arthur,Zuka,Krixi,Capheny,Tachi,17:15,Maloch,Tel'Annas,Liliana,Aoi,Yena,Aya,Lorion,Keera,Nakroth,3,LuBu,Roxie,Yue,Omen,Kimsensei
BAC,TLN,1,4/2/2022,12:00:00 PM,AIC2022TH,Thailand,Riktor,Nakroth,Lorion,TheJoker,Aya,13:50,Rouie,Skud,Iggy,Eland'orr,Arthur,Omen,Arum,Florentino,Roxie,4,Superman,Butterfly,Mina,Aoi,AlmondP
TLN,BRUTD,2,4/3/2022,12:00:00 PM,AIC2022TH,Thailand,Qi,Volkath,Raz,Slimz,Thane,16:40,Baldum,Elsu,Krixi,Aoi,Airi,Aya,Lorion,Ryoma,Eland'orr,1,Ilumia,Yue,Iggy,Omen,Happy
TLN,BRUTD,1,4/3/2022,12:00:00 PM,AIC2022TH,Thailand,Roxie,LuBu,Lorion,Tel'Annas,Baldum,17:30,Zip,TheJoker,Iggy,Eland'orr,Veres,Omen,Yue,Ryoma,Florentino,2,Wukong,Kriknak,Superman,Aya,Erez
TLN,BRUTD,1,4/3/2022,12:00:00 PM,AIC2022TH,Thailand,Airi,Nakroth,Krixi,Capheny,Lumburr,10:13,Xeniel,Tel'Annas,Liliana,Wukong,Florentino,Lorion,Omen,LuBu,Volkath,3,Kriknak,Eland'orr,Elsu,Aya,MOOP
TLN,BRUTD,1,4/3/2022,12:00:00 PM,AIC2022TH,Thailand,Arthur,Eland'orr,Liliana,Wisp,Toro,13:27,Maloch,Capheny,WonderWoman,Tulen,Yena,Lorion,Omen,Mina,Alice,4,Superman,Tachi,Elsu,Aya,Erez
TLN,BRUTD,1,4/3/2022,12:00:00 PM,AIC2022TH,Thailand,Yena,Errol,Iggy,Laville,Tachi,18:25,Roxie,Wisp,Annette,Keera,Omen,Aya,Lorion,Lumburr,LuBu,5,Kriknak,Aoi,Mina,Florentino,Erez
BAC,TLN,2,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Mina,Veres,Lorion,Capheny,Peura,16:06,Maloch,Laville,Krixi,LuBu,Roxie,Omen,Elsu,Keera,Aoi,1,Florentino,Volkath,Hayate,Aya,IpodPro
BAC,TLN,1,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Yena,Aoi,Iggy,Elsu,Lumburr,19:27,Arthur,Hayate,Tulen,Errol,Riktor,Omen,Lorion,TheJoker,Nakroth,2,Volkath,Eland'orr,Xeniel,Aya,AlmondP
BAC,TLN,1,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Riktor,Nakroth,Krixi,Wisp,Tachi,13:17,Baldum,Tel'Annas,Liliana,Skud,Airi,Omen,Elsu,Aoi,Yena,3,Roxie,Volkath,LuBu,Aya,TaoX
BAC,TLN,1,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Ryoma,Butterfly,Liliana,Laville,Roxie,19:20,Alice,Capheny,Raz,Eland'orr,Tachi,Mina,Florentino,TheJoker,Yena,4,LuBu,Wukong,Omen,Aya,AlmondP
BAC,TLN,2,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Florentino,Airi,Tulen,TheJoker,Xeniel,11:38,Veres,Zuka,Lorion,Wisp,Yena,Aya,Elsu,Nakroth,Keera,5,Volkath,Eland'orr,Hayate,Omen,MOOP
BAC,TLN,2,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Qi,Murad,Raz,Slimz,Arthur,16:51,Lumburr,Yorn,Iggy,Volkath,Ryoma,Aya,Omen,Elsu,TheJoker,6,Skud,Zuka,Hayate,LuBu,IpodPro
BAC,TLN,1,4/3/2022,5:30:00 PM,AIC2022TH,Thailand,Riktor,Nakroth,Krixi,Wisp,Tachi,16:21,Lumburr,Laville,Yue,LuBu,Yena,Omen,Arum,Aoi,Elsu,7,Arthur,Roxie,Aya,Lorion,MarkKy
KOG,PSG,1,2/19/2022,6:00:00 PM,RPL2022Summer,Thailand,Arthur,Nakroth,Lorion,Hayate,Amily,17:44,Lumburr,Laville,Zata,Kriknak,Yena,Omen,Yue,Eland'orr,Keera,1,LuBu,Aoi,Tulen,Aya,Ormson
KOG,PSG,2,2/19/2022,6:00:00 PM,RPL2022Summer,Thailand,Riktor,Eland'orr,Tulen,Laville,Lumburr,17:30,Tachi,Capheny,Yue,Keera,Skud,Aya,Omen,Alice,Amily,2,LuBu,Aoi,Mina,Florentino,Isilindilz
KOG,PSG,1,2/19/2022,6:00:00 PM,RPL2022Summer,Thailand,Airi,Aoi,Iggy,Slimz,Tachi,21:05,Roxie,Wisp,Tulen,LuBu,Superman,Hayate,Omen,TheJoker,Alice,3,Skud,Florentino,Elsu,Aya,DSL
KOG,PSG,2,2/19/2022,6:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Liliana,TheJoker,WonderWoman,17:00,Mina,Tel'Annas,Lorion,Eland'orr,Riktor,Aya,Omen,Hayate,Airi,4,LuBu,Ryoma,Elsu,Florentino,Getsrch
KOG,PSG,2,2/19/2022,6:00:00 PM,RPL2022Summer,Thailand,Qi,Butterfly,Raz,Elsu,Roxie,22:26,Baldum,Hayate,Iggy,Veres,Max,Aoi,Florentino,Amily,Nakroth,5,Kriknak,Superman,Omen,Aya,NorNun
TLN,eA,2,2/19/2022,3:00:00 PM,RPL2022Summer,Thailand,Superman,Ryoma,Lorion,Capheny,Toro,12:53,Xeniel,Hayate,Liliana,Eland'orr,Yena,Omen,Florentino,Riktor,Skud,1,Alice,Mina,Amily,Aya,Gabrielz
TLN,eA,2,2/19/2022,3:00:00 PM,RPL2022Summer,Thailand,Florentino,LuBu,Tulen,Laville,Amily,26:27,Mina,Elsu,Iggy,Nakroth,Airi,Aya,Superman,Keera,Aoi,2,Roxie,Peura,Hayate,Omen,Happybibi
TLN,eA,1,2/19/2022,3:00:00 PM,RPL2022Summer,Thailand,Omen,Nakroth,Yue,Elsu,Tachi,16:44,Lumburr,Capheny,Lorion,Keera,Thane,Superman,Aoi,Florentino,WonderWoman,3,Alice,Eland'orr,Liliana,Aya,MOOP
TLN,eA,1,2/19/2022,3:00:00 PM,RPL2022Summer,Thailand,Roxie,Errol,Liliana,Wisp,Lumburr,18:24,Baldum,Slimz,Tulen,Aoi,Skud,Aya,Florentino,Yue,Zata,4,Qi,Xeniel,Hayate,Eland'orr,MOOP
TLN,eA,2,2/19/2022,3:00:00 PM,RPL2022Summer,Thailand,Yena,Keera,Raz,Slimz,Mina,18:47,Riktor,Wisp,Annette,WonderWoman,Roxie,Aya,Florentino,LuBu,Errol,5,Skud,Xeniel,Hayate,Eland'orr,Ligky
BAC,GCT,1,2/18/2022,7:00:00 PM,RPL2022Summer,Thailand,Riktor,Aoi,Lorion,Capheny,Xeniel,10:36,Mina,Laville,Zata,Tulen,Amily,Omen,Eland'orr,Krixi,Keera,1,WonderWoman,Nakroth,Yue,Aya,Moowan
BAC,GCT,1,2/18/2022,7:00:00 PM,RPL2022Summer,Thailand,Skud,Veres,Yue,Elsu,Lumburr,13:42,Omen,Slimz,WonderWoman,Keera,Max,Aya,Lorion,Hayate,Xeniel,2,Eland'orr,Amily,Mina,Florentino,Kimsensei
BAC,GCT,1,2/18/2022,7:00:00 PM,RPL2022Summer,Thailand,Yena,Tachi,Krixi,Hayate,Alice,16:39,Lumburr,Capheny,Lorion,Eland'orr,Airi,Aya,Elsu,Aoi,Riktor,3,Mina,Keera,Florentino,Omen,Moowan
KOG,TLN,1,2/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Amily,Veres,Iggy,Elsu,Lumburr,33:52,Roxie,Laville,Lorion,Kriknak,LuBu,Omen,Yue,Aoi,Florentino,1,Keera,Eland'orr,Superman,Aya,PuPu
KOG,TLN,2,2/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Aoi,Tulen,Slimz,Tachi,18:02,WonderWoman,Capheny,Liliana,Eland'orr,Skud,Omen,Yue,Hayate,Elsu,2,Ryoma,Mina,Lorion,Aya,Difoxn
KOG,TLN,1,2/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Airi,Keera,Liliana,Capheny,Mina,21:38,Baldum,Hayate,Krixi,Tulen,Superman,Aya,Yue,Aoi,Nakroth,3,Eland'orr,Riktor,Lorion,Omen,Kaito
KOG,TLN,2,2/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Omen,Nakroth,Lorion,Violet,Ormarr,13:09,Mina,Wisp,Raz,Errol,Yena,Yue,Elsu,Aoi,Keera,4,LuBu,Roxie,Hayate,Aya,Difoxn
KOG,TLN,2,2/18/2022,4:00:00 PM,RPL2022Summer,Thailand,Qi,Paine,Yue,Laville,Roxie,12:53,Amily,Tel'Annas,Iggy,Aoi,Florentino,Omen,Elsu,Keera,Nakroth,5,Riktor,Eland'orr,Superman,Aya,IpodPro
PSG,eA,1,2/17/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Aoi,Zata,Capheny,Baldum,17:28,Tachi,TheJoker,Lorion,Eland'orr,Skud,Florentino,Mina,Thane,Roxie,1,Liliana,Krixi,Yue,Aya,NorNun
PSG,eA,1,2/17/2022,7:00:00 PM,RPL2022Summer,Thailand,Skud,LuBu,Yue,Laville,Lumburr,20:56,Alice,Elsu,WonderWoman,Keera,Riktor,Aoi,Omen,Krixi,Florentino,2,Nakroth,Eland'orr,Lorion,Aya,Getsrch
PSG,eA,2,2/17/2022,7:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Tulen,Hayate,Roxie,16:05,Lumburr,Capheny,Liliana,Paine,Airi,Aoi,Yue,Kriknak,Nakroth,3,Mina,Xeniel,Lorion,Aya,Gabrielz
PSG,eA,1,2/17/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Keera,Iggy,Elsu,Alice,26:39,Baldum,Hayate,Raz,LuBu,Max,Omen,Aoi,Thane,Xeniel,4,Maloch,Tachi,Lorion,Aya,Isilindilz
GCT,EVOS,2,2/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Amily,LuBu,Lorion,Hayate,Riktor,16:21,Mina,Laville,Tulen,Eland'orr,Superman,Omen,Liliana,Roxie,Florentino,1,Nakroth,Keera,Yue,Aya,Kirito
GCT,EVOS,1,2/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Max,Aoi,Iggy,Slimz,Lumburr,21:02,Thane,Elsu,Yue,Keera,Skud,Aya,Florentino,Nakroth,Qi,2,Volkath,Superman,Roxie,Omen,Innocent
GCT,EVOS,1,2/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Omen,Eland'orr,Krixi,Laville,Aya,21:54,Maloch,Hayate,Mganga,Wukong,Amily,Lorion,Florentino,Ryoma,LuBu,3,Capheny,Superman,Elsu,Yue,Cinderella
GCT,EVOS,1,2/17/2022,4:00:00 PM,RPL2022Summer,Thailand,Florentino,Keera,Tachi,Capheny,Alice,27:10,Roxie,Wisp,Krixi,Nakroth,Airi,Aya,Lorion,Slimz,Aoi,4,Liliana,Tulen,Yue,Elsu,Cinderella
TLN,PSG,1,2/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Superman,LuBu,Tulen,Laville,Peura,13:49,Mina,Elsu,Lorion,Nakroth,Riktor,Omen,Florentino,Aoi,Eland'orr,1,Ryoma,Alice,Yue,Aya,MOOP
TLN,PSG,1,2/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Amily,Eland'orr,Liliana,TheJoker,Maloch,16:27,Tachi,Taara,Tel'Annas,Tulen,Yena,Omen,Florentino,Superman,WonderWoman,2,Elsu,Riktor,Yue,Aya,IpodPro
TLN,PSG,1,2/13/2022,6:00:00 PM,RPL2022Summer,Thailand,Skud,WonderWoman,Yue,Elsu,Lumburr,16:48,Maloch,Slimz,Iggy,Aoi,Superman,Roxie,Florentino,Hayate,Laville,3,Mina,Qi,Omen,Aya,Tony
VCF,GCT,1,2/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Mina,Ryoma,Lorion,Hayate,Tachi,15:55,Roxie,Laville,Krixi,Eland'orr,Yena,Omen,Liliana,Florentino,Yue,1,Nakroth,Keera,Tulen,Aya,QQ
VCF,GCT,1,2/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Florentino,Nakroth,Tulen,Elsu,Lumburr,11:24,Xeniel,Slimz,Yue,WonderWoman,Riktor,Aya,Lorion,LuBu,Errol,2,Liliana,Iggy,Superman,Omen,QQ
VCF,GCT,1,2/13/2022,3:00:00 PM,RPL2022Summer,Thailand,Yena,Aoi,Liliana,Capheny,Alice,24:13,Lumburr,Hayate,Iggy,Nakroth,Mina,Lorion,Omen,Qi,Florentino,3,Superman,Roxie,Yue,Aya,TAOZ
KOG,BAC,2,2/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Amily,Tulen,Ilumia,Slimz,WonderWoman,13:19,Lumburr,Elsu,Iggy,Nakroth,Yena,Yue,Omen,Eland'orr,Aoi,1,TheJoker,Alice,Lorion,Aya,Moowan
KOG,BAC,2,2/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Superman,Veres,Iggy,Laville,Ormarr,15:$8,Alice,Capheny,Lorion,Tachi,Riktor,Aya,Tulen,Keera,Aoi,2,Eland'orr,Florentino,Yue,Omen,Kimsensei
KOG,BAC,2,2/13/2022,12:00:00 PM,RPL2022Summer,Thailand,Mina,Eland'orr,Yue,Elsu,Lumburr,16:58,WonderWoman,Hayate,Liliana,Veres,Omen,Superman,Tulen,Aoi,Xeniel,3,Keera,Florentino,Aya,Lorion,Moowan
TLN,EVOS,1,2/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Qi,Tulen,Ryoma,Capheny,Ormarr,14:28,Riktor,Violet,Iggy,Keera,WonderWoman,Omen,Florentino,Lumburr,Roxie,1,Aoi,Superman,Aya,Yue,IpodPro
TLN,EVOS,1,2/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Amily,Aoi,Iggy,Laville,Thane,14:59,Veres,Hayate,Lorion,Nakroth,Mina,Aya,Superman,Florentino,Roxie,2,Lumburr,Xeniel,Yue,Omen,MOOP
TLN,EVOS,1,2/12/2022,6:00:00 PM,RPL2022Summer,Thailand,Mina,Wukong,DiaoChan,Hayate,Roxie,15:32,Thane,Slimz,Yue,Eland'orr,Tachi,Aya,Elsu,Florentino,Amily,3,Keera,Nakroth,Superman,Omen,NTNz
eA,KOG,2,2/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Skud,Nakroth,Liliana,Hayate,Riktor,21:43,Ormarr,Laville,Yue,Aoi,Amily,Omen,Eland'orr,Alice,LuBu,1,Florentino,Keera,Lorion,Aya,PuPu
eA,KOG,2,2/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Omen,Kriknak,Krixi,Violet,Tachi,13:18,Alice,Hayate,WonderWoman,Tulen,Skud,Eland'orr,Lorion,Roxie,Xeniel,2,Keera,Aoi,Aya,Yue,Kaito
eA,KOG,2,2/12/2022,3:00:00 PM,RPL2022Summer,Thailand,Qi,Tulen,Lorion,Laville,Thane,13:28,Tachi,Slimz,Iggy,Airi,Yena,Omen,Riktor,Roxie,Eland'orr,3,Keera,Aoi,Aya,Yue,PuPu
PSG,VCF,2,2/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Allain,Mina,Yue,Elsu,Kriknak,12:57,Nakroth,Hayate,Liliana,Tachi,Omen,Iggy,Tulen,Keera,LuBu,1,Aoi,Florentino,Lorion,Aya,SRY
PSG,VCF,1,2/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Roxie,Butterfly,Tulen,Capheny,Baldum,23:14,Riktor,Tel'Annas,Krixi,Eland'orr,Florentino,Yue,Elsu,Mina,TheJoker,2,Ryoma,Omen,Lorion,Aya,NorNun
PSG,VCF,1,2/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Superman,Aoi,Zata,Slimz,Tachi,19:40,Lumburr,Elsu,Lorion,Qi,Skud,Aya,Tulen,Keera,LuBu,3,Hayate,Laville,Liliana,Omen,Isilindilz
PSG,VCF,2,2/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Iggy,Violet,Xeniel,11:52,Roxie,Capheny,Raz,Kriknak,Mina,Yue,Tulen,Aoi,Superman,4,LuBu,Keera,Lorion,Aya,QQ
PSG,VCF,2,2/12/2022,12:00:00 PM,RPL2022Summer,Thailand,Riktor,LuBu,Krixi,Hayate,Thane,28:00,Alice,Laville,Iggy,Keera,Veres,Tulen,Yue,Superman,Airi,5,Eland'orr,Nakroth,Lorion,Aya,SRY
GCT,BRUTD,2,2/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Ryoma,Aoi,Aya,Hayate,Maloch,13:21,Tachi,TheJoker,Lorion,Eland'orr,Yena,Omen,Superman,Mina,Arum,1,Thane,Amily,Yue,Tulen,KSSA
GCT,BRUTD,1,2/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Omen,Veres,Lorion,Elsu,Alice,14:29,Lumburr,Laville,Krixi,Aoi,Mina,Aya,Florentino,Peura,Roxie,2,Kriknak,Keera,Yue,Tulen,Innocent
GCT,BRUTD,2,2/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Tulen,Liliana,Capheny,WonderWoman,16:17,Thane,Hayate,Yue,LuBu,Riktor,Aya,Omen,Keera,Roxie,3,Nakroth,Eland'orr,Mina,Florentino,Happy
GCT,BRUTD,2,2/11/2022,7:00:00 PM,RPL2022Summer,Thailand,Florentino,LuBu,Zata,Laville,Roxie,18:50,Xeniel,Elsu,Iggy,Airi,Superman,Aya,Tulen,Nakroth,Kriknak,4,Volkath,Eland'orr,Keera,Yue,Happy
BAC,eA,2,2/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Superman,Tulen,Raz,Hayate,Mina,18:06,Alice,Capheny,Yue,Aoi,Riktor,Omen,Liliana,Elsu,TheJoker,1,LuBu,Eland'orr,Lorion,Aya,Rusell
BAC,eA,2,2/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Yena,Nakroth,Krixi,Capheny,WonderWoman,31:49,Thane,Hayate,Annette,Keera,Omen,Aya,Lorion,Tulen,LuBu,2,Lumburr,Eland'orr,Yue,Florentino,Gabrielz
BAC,eA,1,2/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Riktor,LuBu,Iggy,Elsu,Lumburr,31:39,Roxie,Laville,Liliana,Tulen,Yena,Aya,Lorion,Superman,Nakroth,3,Keera,Eland'orr,Yue,Omen,Kimsensei
BAC,eA,1,2/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Skud,Tachi,Liliana,Laville,Roxie,19:58,Mina,Slimz,Iggy,Veres,Superman,Aya,Lorion,Elsu,Eland'orr,4,Aoi,Keera,Florentino,Omen,AlmondP
BAC,eA,1,2/11/2022,4:00:00 PM,RPL2022Summer,Thailand,Florentino,Eland'orr,Annette,Wisp,Xeniel,13:38,Lumburr,Violet,WonderWoman,Paine,Airi,Krixi,Elsu,Qi,Ryoma,5,TheJoker,Yue,Aya,Lorion,Kimsensei
GCT,TLN,2,2/10/2022,7:00:00 PM,RPL2022Summer,Thailand,Superman,Eland'orr,Lorion,Hayate,Roxie,23:29,Mina,Laville,Yue,Ryoma,Amily,Omen,Liliana,Florentino,Keera,1,Nakroth,Aoi,Tulen,Aya,IpodPro
