web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6,,
1643535515-1261,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Details make a hotel special. The fine attention to details make the Hard Rock Hotel a truly special hotel. I've been living and traveling throughout Thailand over the past few years. I've stayed in many hotels from a $11 a night budget hotels to some of the best 5-star resorts. The Hard Rock Hotel in Pattaya is one of my favorite places to be. If you've traveled in Thailand, you know that the service can be rough at times. Not at the Hard Rock. From the minute you step foot on the property the staff is there to greet you with a smile and attend to your needs.
We were fortunate enough to receive a Kings Club Seaview room. If you're traveling as a couple, a club room is completely worth the extra money. Many of the club rooms I've stayed at before are limited in selection and service but not here. You really don't need to eat outside of the hotel. And, from 6-7:30pm they offer free cocktails, beer and wine. 
The pool is probably the best feature of the hotel. The staff keep the pool and grounds exceptionally tidy and are always available to take your drink or food order. 
What impressed me the most was seeing the general manager everyday interacting with guests and staff. I had written him before my arrival to make him aware of the special family trip we were about to take. And, to my surprise, he had a complimentary bottle of wine and letter welcoming us. And, as I stated earlier, I've stayed in many hotels in Southeast Asia and around the world. Rarely does a general manager personally go out of their way to make a guest feel special. Mr. Smith is a class act and his generosity is greatly appreciated by myself and my family. 
Details matter when you're traveling. From the superbly comfortable beds to the music playing in the hallways the Hard Rock pays attention to details. I'm already looking forward to my next stay.",bmills77,Date of stay: March 2016,5,"Bangkok, Thailand",Trip type: Traveled with family,5-Value,5-Service,5-Sleep Quality,null,null,null,,
1643535515-1168,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Only problem according to me in the hotel was 
1. No free drinking water in hotel .
2. No free swimming tube . 
Room were clean and location was fabulous , pool was super cool overall a 5 star property . 
I loved it",Saurabh Goomber,Date of stay: March 2017,5,"Agra, India",Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-772,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,I like the Hard Rock Hotel Pattaya. Everybody can enjoy the party foam on saturday. Good vision for firework. Good Location. Cleanliness Room.  Good Service.  Good and Service mind Staff. Great Breakfast. Easy to transports.,Monnaja,Date of stay: May 2019,5, ,Trip type: Traveled with family,4-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-1173,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"There was good service. and i felt comfortable and clean, and mostly service was good. Location is strategy, when you walk out from the hotel you will see Family Mart and 7-11 just in front of you and the shopping center is just nearby the hotel (walking distance around 5 to 10 min). Love it and will come back stay again~!!",waikin8864,Date of stay: March 2017,4,"Kuala Lumpur, Malaysia",Trip type: Traveled as a couple,4-Value,5-Rooms,4-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-1031,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"We were supposed to have FREE LAUNDRY during our stay BUT unfortunately Hard Rock hotel could not provide the free laundry service even we could send our laundry around 2pm and wish to get back by the next day which before 10am due to checkout. Their reason was laundry gonna closed at 4pm which is not possible for them to send back EVEN by the next day before 10am! So we have to ""burn"" our FREE SERVICE which provided by the hotel itself.",ailene_tan,Date of stay: May 2017,3,,Trip type: Traveled on business,3-Value,3-Rooms,4-Location,4-Cleanliness,2-Service,4-Sleep Quality,,
1643535515-779,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Large swimming areas make this place a great stop for families.  The Soul Lounge has a great pool table , drinks and food served by very competent and friendly staff. There also is good mellow live jazz.
The food elsewhere is quite good although on a recent weekend the hotel was full and breakfast was very crowded. 
Overall it’s a well run place and has a lot for everyone.",Stephen M,Date of stay: May 2019,4,"New York City, New York",Trip type: Traveled with family,4-Value,4-Rooms,4-Location,4-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-1170,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"This hotel was great! Very clean modern rooms. The staff was excellent. The pool is very large. A quick 2 minute taxi ride or 10 minute walk to the night life. Food was very good, especially the breakfast which was included. Highly recommend!",KevMan05,Date of stay: March 2017,5,,Trip type: Traveled with friends,5-Rooms,5-Location,5-Service,null,null,null,,
1643535515-893,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Nice hotel, but as a lot of hotel in Asia sometimes has problems about noise. Not noise from pool or street (it's normal is Pattaya) but from others guest also eatlein the morning. I was curious to give a look to foam party: definitely it's not Ibiza. And I think not a great idea that a guest that spend a lot of money for the room has to pay. So difficult to explain to the staff that I was guest so I had to pay 200 and not 380, so strange that u have one drink included but...no beer! Anyway if you don't go to the party if you get a good price hotel it's very good",Johnny,Date of stay: May 2018,4,,Trip type: Traveled solo,3-Value,4-Rooms,4-Location,5-Cleanliness,4-Service,3-Sleep Quality,,
1643535515-922,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The property of Hard Rock hotel is great clean and great facilities freindly & helpful staffs. The sauna was great the pool was perfext for adult and children, also we loved the food there as they are varieties of them to try.",aerosolitude,Date of stay: April 2018,5, ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-827,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I was breastfeeding mum and I travel without my sons, so I very appreciated that hotel staff willingness to help to keep my express breastmilk into freezer. Especial thanks to Boy as my prepared icebox was not big enough and he offered me 1. Really appreciate his effort. Just a little bit annoying when 1 of the day the toilet wasn't clean and smelly, however, it was ok on next day.  
I will back in next week. Hope see u all again.",Trip44653067230,Date of stay: April 2019,4, ,Trip type: Traveled on business,4-Value,4-Rooms,4-Location,3-Cleanliness,4-Service,5-Sleep Quality,,
1643535515-1199,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Value for money,room was nice,staff were friendly,food was good, swimming pool huge, location was perfect too. So far the best hotel i have stayed in pattaya so far, good service when checking in, breakfast was good too on level 9 .",Muadzamshah,Date of stay: February 2017,4,Kuala Lumphur ,Trip type: Traveled on business,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643535515-1272,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Hard rock cafe Pattaya hotel is an amazing place to stay, i really love the hotel. ambiance and hospitality is just perfect. Good cafes and restaurant and bars and pool is really big. i really enjoyed with my family. foam party on Saturday night was really awesome.",kamal9090,Date of stay: May 2015,5,"New Delhi, India",Trip type: Traveled with family,5-Value,5-Cleanliness,5-Service,null,null,null,,
1643535515-1018,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"There are great activities , security for attended party and song. I think that foam party should close at 2.00 am. Weaknesses is parking and late check out untill 12.30 should  be 13.00because last night hard party but understand that fully booked on Sunday ka😁",vanvanachv,Date of stay: May 2017,4, ,Trip type: Traveled as a couple,3-Value,3-Rooms,2-Location,3-Cleanliness,3-Service,4-Sleep Quality,,
1643535515-871,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"It's was wonderful moment with great services,great food,great entertainment and great pool also.i spend 3 to 15 days stay  in hard rock hotel pattaya and we will always come back.thank you for all crew's...we are the rock...",GbpGroup1,Date of stay: May 2018,4,"West Hollywood, California ",Trip type: Traveled with friends,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643535515-1357,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"My family and I spent 1 night at Hard Rock Hotel Pattaya. We have been very impressed with the hotel, excellent service, great room and superb King Club!
Overall we enjoyed very much our stay, great food, very good service around the pool with friendly team!
The kids club is very nice and great service, My son enjoyed so much it was hard to getting out.
Well I will for sure return at Hard Rock Hotel Pattaya.",Matt Rey,Date of stay: May 2013,5,"Bangkok, Thailand",Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-890,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I have been staying in hardrock for 4 to 5 times since 2010. For my recent stay in May 2018, I noticed a slight degradation of service.  Upon check in at the rock royalty lounge and entered my room, I had to wait for my luggage for over 30 minutes and only upon I called the operator, my luggage finally appeared.  Besides, the female staff working in the kids club seem to understand only basic English and hardly smiled, she seemed to not enjoying her work in the club and gave me an impression that she did not like my kid staying in the kids club for too long and I had to take back my kid as soon as possible.  Other than the above two points, the room, the location and other services, in particular all staff serving the pool, remained perfect,",Happysleepy,Date of stay: May 2018,3,"Hong Kong, China",Trip type: Traveled with family,4-Value,4-Rooms,4-Location,5-Cleanliness,3-Service,4-Sleep Quality,,
1643535515-1040,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The Hardrock as normal was a fantastic hotel, we used our points for a free night after staying in Bali last year.  The waterpark was great for the kids.  The only thing I don't understand about Hardrock is there pricing there always seem to price themselves out, if they would reduce there prices around the pool by 25-40% and have more promotions happy hours daily etc then I actually think they would make more money.  Even let people/families use the pool inflatables for free....",colinwhitton,Date of stay: May 2017,4,"Sydney, Australia",Trip type: Traveled with family,2-Value,4-Rooms,5-Location,4-Cleanliness,4-Service,5-Sleep Quality,,
